Region,Site Name,Site.Number,Lab No.,CRA,Error,Material ID,Source,NZTM E,NZTM N
Northern,Poplar Lane,U14/3081,Wk19481,296,31,Bracken root and Tutu,Gumbley 2007,1888696,5817511
Northern,Rowesdale,U14/3218,Wk16952,447,32,Mahoe and Five finger,Campbell 2005,1877709,5817183
Northern,The Mall,U14/363,Wk20394,892,30,Coprosma sp.,Mallows 2007,1880567,5829715
Northern,Omokoroa ,U14/712,Wk25349,283,30,"Manuka, Olearis sp, Akeake",Furey 2011,1867653,5828654
Northern,Paengaroa,U15/501,Wk19541,452,34,Ponga,Moore 2006a,1898808,5802155
Northern,Paengaroa,U15/502,Wk19542,412,36,Bracken,Moore 2006a,1898858,5802085
Northern,Hamurana Road,U15/9,Wk16047,266,49,Short lived species,Campbell and Phillips 2005,1886343,5785383
Northern,Hamurana Road,U15/9,Wk16049,242,34,Short lived species,Campbell and Phillips 2005,1886343,5785383
Northern,Hamurana Road,U15/9,Wk16048,228,35,Short lived species,Campbell and Phillips 2005,1886343,5785383
Northern,Hamurana Road,U15/9,Wk16046,160,46,Short lived species,Campbell and Phillips 2005,1886343,5785383
Northern,Motuwhetero,U16/83,NZ1129,207,43,Leptospermum sp.,Database,1896469,5772787
Central,Okau,U26/14,NZ4722,221,55,Unspecified (twigs),Database,1874503,5476374
Northern,Paengaroa,V15/5,Wk19096,423,36,Tree fern,Hooker 2006,1901850,5806371
Northern,Kohika Swamp Pa,V15/80,NZ6583,212,32,Letospermum sp.,Database,1932868,5797463
Northern,Kohika Swamp Pa,V15/80,NZ6619,190,39,Pteridium esculentum,Database,1932868,5797463
Northern,"Maruka 2, Kawerau",V16/211,NZ5318,336,56,Cyatha dealbata,Database,1922686,5778028
Northern,"Maruka 2, Kawerau",V16/211,Wk1740,460,55,Melicytus ramiflorus  ,Database,1922686,5778028
Northern,Maruka  ,V16/219,Wk1744,370,55,Kunzia ericoides,Database,1923688,5776728
Northern,Maruka  ,V16/219,Wk1745,350,55,Cyathea dealbata,Database,1923688,5776728
Northern,Maruka  ,V16/220,Wk1742,360,55,"Hebe sp., Leptospermum scoparium",Database,1923488,5776728
Northern,Maruka  ,V16/220,Wk1743,520,80,"Cyathea dealbata - 95%, Phyllocladus sp. - 5%",Database,1923488,5776728
Northern,Maruka  ,V16/243,Wk1741,400,55,Hebe sp.,Database,1923287,5777328
Central,Otatara Pa,V21/168,NZA1351,414,63,"Myrsine australis, Hebe sp., Alectryon excelsa",Database,1929191,5615176
Central,Motukumara,V21/45,Wk1962,220,50,"Hoheria/Plagianthus sp., Hebe sp., Coprosma sp., Melicytus ramiflorus, Pseudopanax arboreus, unidentified scrub sp",Database,1922528,5613766
Central,Motukumara,V21/45,Wk1963,250,0,"Pseudopanax crassifolius, Schefflera digitata, Corynocarpus laevigata",Database,1922528,5613766
Central,Motukumara,V21/45,Wk1964,250,0,"Pteridium aquilinium - 80%, Scheffliera digitata - 20%",Database,1922528,5613766
Central,Kahotea,V22/119,Beta51319,360,70,"Hebe sp., Pittosporum sp., Pseudopanax crassifolis, unidentified conifer, Podocarpus spicatus, Schleffera digitata, Myoporum laetum, unidentified shrub",Database,1912829,5581136
Central,Waimotu,V22/16,Beta51316,1140,80,Alectryon excelsus,Database,1916328,5596649
Central,Tiromoana Pa,W21/1,NZ1912,118,83,Pseudopanax sp.,Database,1942350,5603863
Northern,Tolaga Bay,Y17/100,NZ6562,564,51,tree fern with some Pteriduem esculentum,Database,2058070,5746808
Northern,East Coast Pa,Y17/275,Wk1148,370,70,Unspecified (twigs),Database,2059534,5746158
Northern,Te Karaka Oven,Y17/459,NZ7399,607,66,Pseudopanax arboreus,Database,2026188,5729890
Northern,Marama Tawhaua,Z17/211,Wk1147,360,125,Unspecified (twigs),Database,2062645,5742454
Central,Iwinui Orchard Pa,Z17/221,NZ7398,213,64,"Leptospermum ericoides, Beilschmiedia tawa, Coprosma sp., Hebe sp., Cassinia sp., fern stem",Database,2060527,5741553
Northern,Iwinui Orchard Pa,Z17/221,NZ7394,134,64,"Beilschmiedia tawa, Hebe sp., Myrsine australis",Database,2060541,5741529
Northern,Cooks Cove,Z17/311,Wk24846,361,35,Short lived species,Walter et al 2010,2066293,5738514
Northern,Cooks Cove,Z17/311,Wk24847,389,36,Short lived species,Walter et al 2010,2066293,5738514
